strategy,routing_mode,num_runs,avg_accuracy_mean,avg_accuracy_std,avg_forgetting_mean,avg_forgetting_std,backward_transfer_mean,backward_transfer_std,final_stage_forgetting_mean,final_stage_forgetting_std,final_transport_gap_mean,final_transport_gap_std,final_routing_stability_mean,final_routing_stability_std
task_routing,task,3,0.5234375,0.044652156769485016,-0.046875,0.07760241888412156,0.046875,0.07760241888412156,0.005208333333333333,0.00736569563735987,0.0,0.0,0.0,0.0
no_adaptation,prototype,3,0.5286458333333334,0.041503587110701116,-0.041666666666666664,0.0820209153542897,0.041666666666666664,0.0820209153542897,0.010416666666666666,0.01473139127471974,0.056967822213967644,0.01231007046006693,0.42931933895063895,0.1839966603850561
correlation,prototype,3,0.5286458333333334,0.041503587110701116,-0.041666666666666664,0.0820209153542897,0.041666666666666664,0.0820209153542897,0.010416666666666666,0.01473139127471974,0.05695435404777527,0.01226600832968344,0.4315953565140565,0.18419381006878607
meta_secant,prototype,3,0.5286458333333334,0.041503587110701116,-0.041666666666666664,0.0820209153542897,0.041666666666666664,0.0820209153542897,0.010416666666666666,0.01473139127471974,0.05695435404777527,0.01226600832968344,0.4315953565140565,0.18419381006878607
